gene	rank	delta_connectivity	tumor_connectivity	normal_connectivity	gene_type	description	cancer_relevance
ENSG00000172339.10|ALG14	192	502.515041	2050.198338	1547.683297	unknown	This gene is a member of the glycosyltransferase 1 family. The encoded protein and ALG13 are thought to be subunits of UDP-GlcNAc transferase, which catalyzes the first two committed steps in endoplasmic reticulum N-linked glycosylation. Mutations in this gene have been linked to congenital myasthenic syndrome (CMSWTA). Alternatively spliced transcript variants have been identified. [provided by RefSeq, Mar 2015].	non_cancer
ENSG00000112139.16|MDGA1	193	501.912553	2311.735058	1809.822505	unknown	This gene encodes a glycosylphosphatidylinositol (GPI)-anchored cell surface glycoprotein that is expressed predominantly in the developing nervous system. In addition to possessing several cell adhesion molecule-like domains, the mature protein has six Ig-like domains, a single fibronectin type III domain, a MAM domain and a C-terminal GPI-anchoring site. Studies in other mammals suggest this protein plays a role in cell adhesion, migration, and axon guidance and, in the developing brain, neuronal migration. In humans, this gene is associated with bipolar disorder and schizophrenia. [provided by RefSeq, Oct 2016].	non_cancer
ENSG00000198108.4|CHSY3	194	500.392988	2743.654993	2243.262005	unknown	CSS3 is a glycosyltransferase that has both glucuronyltransferase and N-acetylgalactosaminyltransferase activities (Yada et al., 2003 [PubMed 12907687]).[supplied by OMIM, Mar 2008].	non_cancer
ENSG00000170369.4|CST2	195	499.041350	1937.210110	1438.168760	unknown	The cystatin superfamily encompasses proteins that contain multiple cystatin-like sequences. Some of the members are active cysteine protease inhibitors, while others have lost or perhaps never acquired this inhibitory activity. There are three inhibitory families in the superfamily, including the type 1 cystatins (stefins), type 2 cystatins and the kininogens. The type 2 cystatin proteins are a class of cysteine proteinase inhibitors found in a variety of human fluids and secretions, where they appear to provide protective functions. The cystatin locus on chromosome 20 contains the majority of the type 2 cystatin genes and pseudogenes. This gene is located in the cystatin locus and encodes a secreted thiol protease inhibitor found at high levels in saliva, tears and seminal plasma. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000156049.7|GNA14	196	495.247342	2235.723028	1740.475687	unknown	This gene encodes a member of the guanine nucleotide-binding, or G protein family. G proteins are heterotrimers consisting of alpha, beta and gamma subunits. The encoded protein is a member of the alpha family of G proteins, more specifically the alpha q subfamily of G proteins. The encoded protein may play a role in pertussis-toxin resistant activation of phospholipase C-beta and its downstream effectors.[provided by RefSeq, Feb 2009].	non_cancer
ENSG00000152583.12|SPARCL1	197	494.673500	2908.195959	2413.522460	unknown	Predicted to enable calcium ion binding activity; collagen binding activity; and extracellular matrix binding activity. Predicted to be involved in anatomical structure development and regulation of synapse organization. Located in extracellular space. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000130340.16|SNX9	198	492.769790	3203.422069	2710.652279	unknown	This gene encodes a member of the sorting nexin family. Members of this family contain a phosphoinositide binding domain, and are involved in intracellular trafficking. The encoded protein does not contain a coiled coil region, like some family members, but does contain a SRC homology domain near its N-terminus. The encoded protein is reported to have a variety of interaction partners, including of adaptor protein 2 , dynamin, tyrosine kinase non-receptor 2, Wiskott-Aldrich syndrome-like, and ARP3 actin-related protein 3. The encoded protein is implicated in several stages of intracellular trafficking, including endocytosis, macropinocytosis, and F-actin nucleation. [provided by RefSeq, Jul 2013].	non_cancer
ENSG00000184014.8|DENND5A	199	490.875564	3764.426229	3273.550666	unknown	This gene encodes a DENN-domain-containing protein that functions as a RAB-activating guanine nucleotide exchange factor (GEF). This protein catalyzes the conversion of GDP to GTP and thereby converts inactive GDP-bound Rab proteins into their active GTP-bound form. The encoded protein is recruited by RAB6 onto Golgi membranes and is therefore referred to as RAB6-interacting protein 1. This protein binds with RAB39 as well. Alternative splicing results in multiple transcript variants encoding distinct isoforms. Mutations in this gene are associated with early infantile epileptic encephalopathy-49. [provided by RefSeq, Feb 2017].	non_cancer
ENSG00000059691.12|GATB	200	490.282335	2324.770222	1834.487887	unknown	Enables glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity. Involved in glutaminyl-tRNAGln biosynthesis via transamidation and mitochondrial translation. Located in mitochondrion. Part of glutamyl-tRNA(Gln) amidotransferase complex. Implicated in combined oxidative phosphorylation deficiency 41. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000155011.9|DKK2	201	489.961809	2578.217799	2088.255990	unknown	This gene encodes a protein that is a member of the dickkopf family. The secreted protein contains two cysteine rich regions and is involved in embryonic development through its interactions with the Wnt signaling pathway. It can act as either an agonist or antagonist of Wnt/beta-catenin signaling, depending on the cellular context and the presence of the co-factor kremen 2. Activity of this protein is also modulated by binding to the Wnt co-receptor LDL-receptor related protein 6 (LRP6). [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000172340.15|SUCLG2	202	488.455842	3032.435699	2543.979857	unknown	This gene encodes a GTP-specific beta subunit of succinyl-CoA synthetase. Succinyl-CoA synthetase catalyzes the reversible reaction involving the formation of succinyl-CoA and succinate. Alternate splicing results in multiple transcript variants. Pseudogenes of this gene are found on chromosomes 5 and 12. [provided by RefSeq, Apr 2010].	non_cancer
ENSG00000112149.10|CD83	203	485.730259	2049.937512	1564.207253	unknown	The protein encoded by this gene is a single-pass type I membrane protein and member of the immunoglobulin superfamily of receptors. The encoded protein may be involved in the regulation of antigen presentation. A soluble form of this protein can bind to dendritic cells and inhibit their maturation. Three transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Oct 2011].	non_cancer
ENSG00000134056.12|MRPS36	204	483.277352	2375.303456	1892.026104	unknown	not found	non_cancer
ENSG00000137124.8|ALDH1B1	205	482.490922	2111.499408	1629.008486	unknown	This protein belongs to the aldehyde dehydrogenases family of proteins. Aldehyde dehydrogenase is the second enzyme of the major oxidative pathway of alcohol metabolism. This gene does not contain introns in the coding sequence. The variation of this locus may affect the development of alcohol-related problems. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000174099.12|MSRB3	206	481.196551	3056.351590	2575.155040	unknown	The protein encoded by this gene catalyzes the reduction of methionine sulfoxide to methionine. This enzyme acts as a monomer and requires zinc as a cofactor. Several transcript variants encoding two different isoforms have been found for this gene. One of the isoforms localizes to mitochondria while the other localizes to endoplasmic reticula. [provided by RefSeq, Jul 2010].	non_cancer
ENSG00000136404.16|TM6SF1	207	480.566658	3152.422528	2671.855870	unknown	Predicted to be integral component of membrane. Predicted to be active in lysosomal membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000157110.16|RBPMS	208	475.803698	2132.851447	1657.047749	unknown	This gene encodes a member of the RNA recognition motif family of RNA-binding proteins. The RNA recognition motif is between 80-100 amino acids in length and family members contain one to four copies of the motif. The RNA recognition motif consists of two short stretches of conserved sequence, as well as a few highly conserved hydrophobic residues. The encoded protein has a single, putative RNA recognition motif in its N-terminus. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jun 2013].	non_cancer
ENSG00000206190.12|ATP10A	209	475.698521	2040.467969	1564.769448	unknown	The protein encoded by this gene belongs to the family of P-type cation transport ATPases, and to the subfamily of aminophospholipid-transporting ATPases. The aminophospholipid translocases transport phosphatidylserine and phosphatidylethanolamine from one side of a bilayer to another. This gene is maternally expressed. It maps within the most common interval of deletion responsible for Angelman syndrome, also known as 'happy puppet syndrome'. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000149451.18|ADAM33	210	471.453904	2445.525155	1974.071251	unknown	This gene encodes a member of the ADAM (a disintegrin and metalloprotease domain) family. Members of this family are membrane-anchored proteins structurally related to snake venom disintegrins, and have been implicated in a variety of biological processes involving cell-cell and cell-matrix interactions, including fertilization, muscle development, and neurogenesis. This protein is a type I transmembrane protein implicated in asthma and bronchial hyperresponsiveness. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Sep 2013].	non_cancer
ENSG00000068383.19|INPP5A	211	469.344544	2875.262318	2405.917774	unknown	The protein encoded by this gene is a membrane-associated type I inositol 1,4,5-trisphosphate (InsP3) 5-phosphatase. InsP3 5-phosphatases hydrolyze Ins(1,4,5)P3, which mobilizes intracellular calcium and acts as a second messenger mediating cell responses to various stimulation. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000108797.12|CNTNAP1	212	467.467404	2869.029921	2401.562517	unknown	The gene product was initially identified as a 190-kD protein associated with the contactin-PTPRZ1 complex. The 1,384-amino acid protein, also designated p190 or CASPR for 'contactin-associated protein,' includes an extracellular domain with several putative protein-protein interaction domains, a putative transmembrane domain, and a 74-amino acid cytoplasmic domain. Northern blot analysis showed that the gene is transcribed predominantly in brain as a transcript of 6.2 kb, with weak expression in several other tissues tested. The architecture of its extracellular domain is similar to that of neurexins, and this protein may be the signaling subunit of contactin, enabling recruitment and activation of intracellular signaling pathways in neurons. [provided by RefSeq, Jan 2009].	non_cancer
ENSG00000143612.21|C1orf43	213	467.425945	2598.840328	2131.414383	unknown	not found	non_cancer
ENSG00000163512.14|AZI2	214	465.294905	3558.726074	3093.431169	unknown	AZI2, or NAP1, contributes to the activation of NFKB (see MIM 164011)-dependent gene expression by activating IKK-related kinases, such as NAK (TBK1; MIM 604834) (Fujita et al., 2003 [PubMed 14560022]).[supplied by OMIM, Mar 2008].	non_cancer
ENSG00000163788.14|SNRK	215	453.419870	3664.454696	3211.034826	unknown	SNRK is a member of the sucrose nonfermenting (SNF)-related kinase family of serine/threonine kinases (Kertesz et al., 2002 [PubMed 12234663]).[supplied by OMIM, Apr 2009].	non_cancer
ENSG00000188997.8|KCTD21	216	451.974391	2439.289980	1987.315589	unknown	Enables cullin family protein binding activity; histone deacetylase binding activity; and identical protein binding activity. Involved in negative regulation of smoothened signaling pathway and ubiquitin-dependent protein catabolic process. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000163697.17|APBB2	217	448.280003	3497.623846	3049.343843	unknown	The protein encoded by this gene interacts with the cytoplasmic domains of amyloid beta (A4) precursor protein and amyloid beta (A4) precursor-like protein 2. This protein contains two phosphotyrosine binding (PTB) domains, which are thought to function in signal transduction. Polymorphisms in this gene have been associated with Alzheimer's disease. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2009].	non_cancer
ENSG00000076321.11|KLHL20	218	443.667517	3874.429800	3430.762282	unknown	The protein encoded by this gene is a member of the kelch family of proteins, which is characterized by a 44-56 amino acid repeat motif. The kelch motif appears in many different polypeptide contexts and contains multiple potential protein-protein contact sites. Members of this family are present both throughout the cell and extracellularly, with diverse activities. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000184378.3|ACTRT3	219	440.886137	1855.630992	1414.744854	unknown	Predicted to be located in male germ cell nucleus. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000122033.14|MTIF3	220	440.432873	2050.036001	1609.603129	unknown	This gene encodes a translation initiation factor that is involved in mitochondrial protein synthesis. Polymorphism in this gene is associated with the onset of Parkinson's disease. Alternate splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome 5. [provided by RefSeq, Oct 2009].	non_cancer
ENSG00000129657.16|SEC14L1	221	439.136183	2929.474193	2490.338010	unknown	The protein encoded by this gene belongs to the SEC14 cytosolic factor family. It has similarity to yeast SEC14 and to Japanese flying squid RALBP which suggests a possible role of the gene product in an intracellular transport system. Multiple alternatively spliced transcript variants have been found for this gene; some variants represent read-through transcripts that include exons from the upstream gene C17orf86. [provided by RefSeq, Feb 2011].	non_cancer
ENSG00000115523.17|GNLY	222	436.289830	1855.540262	1419.250432	unknown	The product of this gene is a member of the saposin-like protein (SAPLIP) family and is located in the cytotoxic granules of T cells, which are released upon antigen stimulation. This protein is present in cytotoxic granules of cytotoxic T lymphocytes and natural killer cells, and it has antimicrobial activity against M. tuberculosis and other organisms. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000125648.15|SLC25A23	223	435.933283	2257.861046	1821.927763	unknown	Predicted to enable ATP transmembrane transporter activity. Involved in calcium import into the mitochondrion; positive regulation of mitochondrial calcium ion concentration; and regulation of cellular hyperosmotic salinity response. Located in mitochondrion. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000120451.11|SNX19	224	433.399707	3605.404690	3172.004983	unknown	Islet antigen-2 (IA-2) is an autoantigen in type 1 diabetes and plays a role in insulin secretion. IA-2 is found in dense-core secretory vesicles and interacts with the product of this gene, a sorting nexin. In mouse pancreatic beta-cells, the encoded protein influenced insulin secretion by stabilizing the number of dense-core secretory vesicles. [provided by RefSeq, Dec 2016].	non_cancer
ENSG00000117054.14|ACADM	225	429.902201	3037.336220	2607.434019	unknown	This gene encodes the medium-chain specific (C4 to C12 straight chain) acyl-Coenzyme A dehydrogenase. The homotetramer enzyme catalyzes the initial step of the mitochondrial fatty acid beta-oxidation pathway. Defects in this gene cause medium-chain acyl-CoA dehydrogenase deficiency, a disease characterized by hepatic dysfunction, fasting hypoglycemia, and encephalopathy, which can result in infantile death. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000009307.16|CSDE1	226	428.889234	3175.329737	2746.440504	unknown	Enables RNA stem-loop binding activity. Involved in IRES-dependent viral translational initiation; nuclear-transcribed mRNA catabolic process, no-go decay; and stress granule assembly. Located in Golgi apparatus; cytosol; and plasma membrane. Part of CRD-mediated mRNA stability complex. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000140287.11|HDC	227	428.085368	2177.967850	1749.882483	unknown	This gene encodes a member of the group II decarboxylase family and forms a homodimer that converts L-histidine to histamine in a pyridoxal phosphate dependent manner. Histamine regulates several physiologic processes, including neurotransmission, gastric acid secretion,inflamation, and smooth muscle tone.[provided by RefSeq, Aug 2010].	non_cancer
ENSG00000188735.13|TMEM120B	228	425.632344	2135.893674	1710.261330	unknown	Predicted to be involved in fat cell differentiation and protein heterooligomerization. Predicted to be integral component of membrane. Predicted to be active in nuclear inner membrane. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000116117.18|PARD3B	229	424.971727	3601.321310	3176.349583	unknown	Predicted to enable phosphatidylinositol binding activity. Predicted to be involved in several processes, including establishment of cell polarity; establishment of centrosome localization; and establishment or maintenance of epithelial cell apical/basal polarity. Located in cell junction. Part of protein-containing complex. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000150756.14|ATPSCKMT	230	420.686624	2661.914890	2241.228265	unknown	Enables protein-lysine N-methyltransferase activity. Involved in peptidyl-lysine trimethylation; positive regulation of sensory perception of pain; and regulation of proton transport. Located in mitochondrial crista. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000088854.12|C20orf194	231	420.642264	3584.686676	3164.044412	unknown	not found	non_cancer
ENSG00000110871.15|COQ5	232	419.651813	2830.831257	2411.179444	unknown	Enables 2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity. Involved in methylation and ubiquinone biosynthetic process. Located in mitochondrial matrix. Part of protein-containing complex. Colocalizes with mitochondrial inner membrane. Implicated in primary coenzyme Q10 deficiency 9. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000151240.17|DIP2C	233	417.107832	3462.242059	3045.134227	unknown	This gene encodes a member of the disco-interacting protein homolog 2 family. The protein shares strong similarity with a Drosophila protein which interacts with the transcription factor disco and is expressed in the nervous system. [provided by RefSeq, Oct 2008].	non_cancer
ENSG00000099840.14|IZUMO4	234	415.019688	2267.319689	1852.300000	unknown	Located in nucleus. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000078898.7|BPIFB2	235	414.820166	1712.714409	1297.894244	unknown	This gene encodes a member of the lipid transfer/lipopolysaccharide binding protein (LT/LBP) gene family. It is highly expressed in hypertrophic tonsils. This gene and three other members of the LT/LBP gene family form a cluster on the long arm of chromosome 20. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000145824.13|CXCL14	236	412.479873	1856.883645	1444.403772	unknown	This antimicrobial gene belongs to the cytokine gene family which encode secreted proteins involved in immunoregulatory and inflammatory processes. The protein encoded by this gene is structurally related to the CXC (Cys-X-Cys) subfamily of cytokines. Members of this subfamily are characterized by two cysteines separated by a single amino acid. This cytokine displays chemotactic activity for monocytes but not for lymphocytes, dendritic cells, neutrophils or macrophages. It has been implicated that this cytokine is involved in the homeostasis of monocyte-derived macrophages rather than in inflammation. [provided by RefSeq, Sep 2014].	non_cancer
ENSG00000119318.13|RAD23B	237	412.156604	3217.353491	2805.196888	unknown	The protein encoded by this gene is one of two human homologs of Saccharomyces cerevisiae Rad23, a protein involved in the nucleotide excision repair (NER). This protein was found to be a component of the protein complex that specifically complements the NER defect of xeroderma pigmentosum group C (XP-c) cell extracts in vitro. This protein was also shown to interact with, and elevate the nucleotide excision activity of 3-methyladenine-DNA glycosylase (MPG), which suggested a role in DNA damage recognition in base excision repair. This protein contains an N-terminal ubiquitin-like domain, which was reported to interact with 26S proteasome, and thus this protein may be involved in the ubiquitin mediated proteolytic pathway in cells. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Sep 2011].	non_cancer
ENSG00000128606.13|LRRC17	238	410.957473	2616.401380	2205.443907	unknown	Predicted to be involved in bone marrow development and negative regulation of osteoclast differentiation. Predicted to be active in extracellular matrix and extracellular space. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
ENSG00000065308.5|TRAM2	239	404.728817	3390.923683	2986.194865	unknown	TRAM2 is a component of the translocon, a gated macromolecular channel that controls the posttranslational processing of nascent secretory and membrane proteins at the endoplasmic reticulum (ER) membrane.[supplied by OMIM, Jul 2004].	non_cancer
ENSG00000134779.15|TPGS2	240	404.046811	2160.371149	1756.324338	unknown	This gene encodes a protein that is a component of the neuronal polyglutamylase complex, which plays a role in post-translational addition of glutamate residues to C-terminal tubulin tails. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Dec 2012].	non_cancer
ENSG00000102753.10|KPNA3	241	401.826019	3341.943711	2940.117692	unknown	The transport of molecules between the nucleus and the cytoplasm in eukaryotic cells is mediated by the nuclear pore complex (NPC), which consists of 60-100 proteins. Small molecules (up to 70 kD) can pass through the nuclear pore by nonselective diffusion while larger molecules are transported by an active process. The protein encoded by this gene belongs to the importin alpha family, and is involved in nuclear protein import. [provided by RefSeq, Jan 2009].	non_cancer
ENSG00000077943.8|ITGA8	242	401.165090	2619.743860	2218.578770	unknown	Integrins are heterodimeric transmembrane receptor proteins that mediate numerous cellular processes including cell adhesion, cytoskeletal rearrangement, and activation of cell signaling pathways. Integrins are composed of alpha and beta subunits. This gene encodes the alpha 8 subunit of the heterodimeric integrin alpha8beta1 protein. The encoded protein is a single-pass type 1 membrane protein that contains multiple FG-GAP repeats. This repeat is predicted to fold into a beta propeller structure. This gene regulates the recruitment of mesenchymal cells into epithelial structures, mediates cell-cell interactions, and regulates neurite outgrowth of sensory and motor neurons. The integrin alpha8beta1 protein thus plays an important role in wound-healing and organogenesis. Mutations in this gene have been associated with renal hypodysplasia/aplasia-1 (RHDA1) and with several animal models of chronic kidney disease. Alternate splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Apr 2014].	non_cancer
ENSG00000049239.13|H6PD	243	400.759213	3384.993622	2984.234409	unknown	There are 2 forms of glucose-6-phosphate dehydrogenase. G form is X-linked and H form, encoded by this gene, is autosomally linked. This H form shows activity with other hexose-6-phosphates, especially galactose-6-phosphate, whereas the G form is specific for glucose-6-phosphate. Both forms are present in most tissues, but H form is not found in red cells. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000143341.12|HMCN1	244	399.558669	3120.850186	2721.291517	unknown	This gene encodes a large extracellular member of the immunoglobulin superfamily. A similar protein in C. elegans forms long, fine tracks at specific extracellular sites that are involved in many processes such as stabilization of the germline syncytium, anchorage of mechanosensory neurons to the epidermis, and organization of hemidesmosomes in the epidermis. Mutations in this gene may be associated with age-related macular degeneration. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000165030.4|NFIL3	245	396.111565	2096.324613	1700.213048	unknown	The protein encoded by this gene is a transcriptional regulator that binds as a homodimer to activating transcription factor (ATF) sites in many cellular and viral promoters. The encoded protein represses PER1 and PER2 expression and therefore plays a role in the regulation of circadian rhythm. Three transcript variants encoding the same protein have been found for this gene. [provided by RefSeq, Feb 2014].	non_cancer
ENSG00000166938.13|DIS3L	246	392.969188	3464.685684	3071.716496	unknown	The cytoplasmic RNA exosome complex degrades unstable mRNAs and is involved in the regular turnover of other mRNAs. The protein encoded by this gene contains 3'-5' exoribonuclease activity and is a catalytic component of this complex. [provided by RefSeq, May 2016].	non_cancer
ENSG00000164167.12|LSM6	247	392.047677	1804.381059	1412.333382	unknown	Sm-like proteins were identified in a variety of organisms based on sequence homology with the Sm protein family (see SNRPD2; MIM 601061). Sm-like proteins contain the Sm sequence motif, which consists of 2 regions separated by a linker of variable length that folds as a loop. The Sm-like proteins are thought to form a stable heteromer present in tri-snRNP particles, which are important for pre-mRNA splicing.[supplied by OMIM, Apr 2004].	non_cancer
ENSG00000155380.12|SLC16A1	248	390.320834	2083.978872	1693.658038	unknown	The protein encoded by this gene is a proton-linked monocarboxylate transporter that catalyzes the movement of many monocarboxylates, such as lactate and pyruvate, across the plasma membrane. Mutations in this gene are associated with erythrocyte lactate transporter defect. Alternatively spliced transcript variants have been found for this gene.[provided by RefSeq, Oct 2009].	non_cancer
ENSG00000149485.19|FADS1	249	389.294520	1732.258457	1342.963937	unknown	The protein encoded by this gene is a member of the fatty acid desaturase (FADS) gene family. Desaturase enzymes regulate unsaturation of fatty acids through the introduction of double bonds between defined carbons of the fatty acyl chain. FADS family members are considered fusion products composed of an N-terminal cytochrome b5-like domain and a C-terminal multiple membrane-spanning desaturase portion, both of which are characterized by conserved histidine motifs. This gene is clustered with family members FADS1 and FADS2 at 11q12-q13.1; this cluster is thought to have arisen evolutionarily from gene duplication based on its similar exon/intron organization. [provided by RefSeq, Jul 2008].	non_cancer
ENSG00000198743.7|SLC5A3	250	384.476615	3084.088014	2699.611399	unknown	Enables potassium channel regulator activity and transmembrane transporter binding activity. Predicted to be involved in inositol metabolic process; monosaccharide transmembrane transport; and myo-inositol import across plasma membrane. Predicted to act upstream of or within several processes, including peripheral nervous system development; positive regulation of reactive oxygen species biosynthetic process; and regulation of respiratory gaseous exchange. Located in plasma membrane. Part of perinuclear region of cytoplasm. [provided by Alliance of Genome Resources, Apr 2022]	non_cancer
